Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
62616,5,7,2.3,31010,854815.1175,"547 Howard Alley Suite 447
Nicoleville, ND 59356"
76394,7,9,3.17,46362,2092348.377,"581 Derek Coves
Josephburgh, PW 37956-4189"
55840,5,8,3.04,30795,781213.0669,"Unit 7278 Box 9019
DPO AE 72927"
69882,6,6,4.35,19545,726883.8689,"074 Davidson Row
Lake Davidbury, WV 44303-5567"
87099,7,6,3.18,44582,1640990.378,"50864 Chang Manors Apt. 505
Kimshire, KY 55244-2271"
67717,6,8,5.28,40562,1535781.96,"3914 Gina Turnpike
East Valerie, GA 59492"
69625,7,7,4.18,57644,1737759.05,"283 Mcdonald Keys
Colemanmouth, WI 15244-6859"
78707,6,8,4.2,36415,1550702.478,"120 Peterson Place Apt. 673
West Aaron, OH 93623"
61322,5,10,5.05,29889,1348873.427,"43045 Felicia Ports
Crossbury, VA 62660"
62710,6,7,3.22,34182,955445.8537,"10208 Kimberly Flats
New Jasonchester, TX 11608"
66301,7,8,6.13,38502,1467910.569,"27274 Gordon Street
West Loriland, NC 74388"
75127,8,8,5.09,36544,1742938.776,"383 Joseph Road
Natashahaven, FM 16085"
68252,8,7,6.02,38203,1795630.913,"42685 Donna Prairie
Andersonbury, OK 38121-2420"
85175,8,7,3.11,3285,1305972.22,"792 Angela Forks
South Tylerfort, WI 00472-1022"
62382,7,10,6.19,31391,1433542.021,"0405 Miranda Bridge
Roseburgh, MP 42100"
69099,6,5,3.49,37540,921396.9753,"136 Linda Manor
West James, MI 99577"
73247,5,8,4.15,47332,1405399.855,"046 Emma Brooks Suite 819
Lake Christine, OH 38576-3876"
59902,6,8,6.49,30211,1088548.827,"343 Samuel Pass Suite 476
Kimberlyberg, ME 70939"
55038,4,9,5.09,27701,738030.6499,"USNS Greene
FPO AA 65033-4012"
69505,7,11,5.14,48112,2235294.718,"0665 Dawn Overpass
East Sarabury, CA 82390"
67965,7,6,3.27,52831,1564252.526,"8911 Ashley Mount
South Brian, TX 93120-1212"
71112,6,7,4.26,24134,1309937.399,"818 Huffman Manor
Bradleyberg, VA 36874-2726"
76759,8,8,5.26,23752,1660770.002,"97953 Martinez Tunnel Apt. 675
Williamstown, IA 03085-1191"
82988,6,8,5.12,31143,1485418.102,"48349 Garcia Cove Suite 251
Port Jessica, NV 82266-4694"
71107,5,6,4.39,25862,886124.7256,"65540 Deborah Lakes Suite 696
South Williamburgh, MS 36354"
75516,6,6,4.47,35521,1411024.044,"858 Melanie Ridge
Port Elizabethland, WV 46546-6515"
60805,4,7,3.16,31186,671343.9418,"29430 Garza Mall
Smallmouth, LA 27750-6274"
61865,6,6,2,41492,992585.3823,"07367 Jason Square Apt. 543
Lake Jenniferburgh, DC 91157"
64242,5,7,6.01,27769,944590.1588,"9425 Chad Ways Suite 792
North Melissa, MD 26354"
77697,6,7,4.35,40523,1399909.049,"3426 Tamara Circles Apt. 239
South Mauricefurt, DC 47214-8682"
63044,6,6,4.1,32725,865099.5234,"392 Jonathan Divide
Donnaland, ND 01024-1699"
74102,6,7,4.38,43972,1394423.556,"PSC 9526, Box 2287
APO AE 35608"
62514,5,6,3.35,40892,813807.6997,"119 Nichols Flats
New Robert, MS 49220"
63238,7,5,2.06,55850,1316180.494,"USNV Cunningham
FPO AA 38594-5290"
75951,5,7,3.09,31126,1212205.341,"100 Garcia Track Apt. 378
Schneidermouth, KY 87806"
66803,6,9,5.07,57970,1769484.893,"PSC 8784, Box 4657
APO AE 65551"
45347,6,7,4.43,31336,541953.9057,"620 Fletcher Hollow Apt. 171
North Catherine, NC 45245"
67723,7,7,4.27,37870,1494101.445,"48910 Lyons Forge
West Dillonmouth, VA 62094"
58108,5,5,3.24,37642,856022.8625,"USCGC Jones
FPO AP 12026"
60872,6,7,6.2,38111,1427842.506,"7535 Adams Square
New Leonside, DC 29202"
76087,5,8,5.03,27616,1228138.129,"17616 Nguyen Cove Apt. 639
Osbornetown, RI 61768"
73965,5,7,2,34441,1168627.651,"355 Black Villages Suite 934
Chadhaven, PR 31957-1566"
69931,6,5,2.28,52079,1389287.474,"26984 Kathryn Vista
Scottborough, AZ 97504-1679"
77316,4,6,2.36,51097,1243981.946,"46648 Gaines Plaza Apt. 852
Jordanmouth, WA 20962-7889"
76897,4,9,4.4,52734,1584439.713,"24523 Reed Passage
Watsonside, CA 24610"
76919,5,8,4.05,52946,1622837.353,"3780 Diana Parkway
Nicoletown, PR 80300"
64402,6,8,4.06,24966,1031146.755,"806 Matthew Locks Apt. 999
East Kurt, LA 14831-8346"
58411,8,6,4.42,31189,1098518.134,"995 Lisa Prairie Apt. 742
Carolinebury, KY 11086-9016"
53428,6,8,3.26,34539,909781.4668,"479 Little Isle Suite 536
West Anthonystad, FL 30893"
73649,6,6,4.07,47992,1431517.439,"571 Fletcher Mountains Apt. 828
New Vincenttown, AZ 06781-5577"
93456,5,7,2.15,31136,1636996.074,"67689 Christopher Viaduct
Normanshire, PA 32369"
75843,6,7,4.1,61127,1658974.567,"85431 Berry Ports
New Ricky, VA 30468"
62021,6,8,5.19,35277,1168887.459,"76096 Sharp Branch Apt. 712
Christinahaven, MA 53631"
77064,7,8,3.38,43571,1720258.777,"207 Edwards Locks
Coreyshire, DC 57303-1553"
77785,4,6,2.09,43301,1129408.87,"21900 Jonathan Roads
Stephensonport, CO 55102"
61784,6,6,2.35,27726,778836.9229,"674 Renee Rue
Angelaland, VI 02616-3040"
78827,6,6,4.41,32865,1276471.581,"USCGC Patrick
FPO AP 08538-2530"
64768,5,7,5.3,26415,839426.1222,"63382 William Pike Apt. 544
West Jenniferborough, ND 25679-4569"
51457,6,7,3.46,42890,794075.8615,"7068 Simmons Drives
Hendersonberg, DC 57978-7303"
66234,7,7,6.33,29548,1372549.782,"4855 Tamara Brooks
Wendyfurt, DE 65495"
72196,5,6,2.19,32256,1084539.387,"59229 Allen Viaduct Apt. 806
Lake Brandy, NV 30525-7585"
50927,5,6,4.01,33664,211017.9705,"707 Richard Unions
Larsonstad, OR 98013-1254"
56087,7,8,3.02,33454,1186372.179,"48614 Martin Causeway Apt. 157
Alvaradofort, AK 75999-0775"
68985,6,8,6.45,16288,1140918.805,"062 Villa Spurs Apt. 442
Whitefurt, NC 88100-0382"
48856,8,8,5.12,49891,1471828.129,"584 Walker Harbor
Smithfort, NY 92619"
63500,4,6,3.39,38263,803259.6126,"55294 Christopher Field
Forbeston, AK 68753-4955"
73218,5,7,4.33,34819,1124719.49,"4720 Lynch Ports
Edwardsmouth, CA 77989"
83638,6,6,2.13,25963,1396401.022,"75962 Kyle Dam
Robertside, CA 92136"
48879,6,8,3.39,30730,802274.1289,"5220 Katherine Drives Suite 091
Haleyberg, VA 25994-8952"
77188,6,7,4,35107,1646662.911,"9218 Dixon Square
East Staceyshire, TX 34468"
72441,6,7,4.26,38368,1202621.178,"4912 Margaret Rapid
North Lindsay, AL 24424"
57813,4,8,5.1,46060,1066768,"347 Howard Mission
Mariashire, CA 60692-1256"
64811,6,7,3.46,40549,1153135.22,"Unit 7075 Box 5001
DPO AA 66418-2839"
86563,5,8,4.03,44920,1706110.86,"322 Todd Extensions
New Christineberg, MT 39027-6684"
86587,5,7,2.1,40282,1543913.433,"1550 Stout Harbors
Lake Ashleyhaven, AK 92441-4004"
49601,4,6,2.08,33837,302307.4011,"4544 Timothy Coves
Barnetthaven, TX 93635-9944"
71921,7,8,6.17,26341,1134055.403,"5784 Cole Ridge
Nixonport, OH 64190"
68355,7,7,4.29,38950,1352756.753,"USCGC Brewer
FPO AE 97523-6665"
64350,7,7,3.03,69592,1772390.553,"48205 Bass Viaduct
North Victormouth, VA 26521-3726"
61481,5,7,3.4,39586,1014450.654,"20726 Victor Alley Apt. 746
West Alexisstad, KS 72242"
39294,6,6,4.36,43184,781137.4618,"829 Bonnie Rue Suite 653
Yorkville, MP 35797-3131"
59079,6,6,4.1,34656,921238.3583,"52556 Peter Roads Apt. 021
Josephton, GA 38105-4827"
57973,5,7,4.36,40093,790555.5204,"9886 John Burg
Bentonville, RI 07315"
79690,6,7,3.44,38314,1420648.281,"USNV Rhodes
FPO AP 56575"
47018,5,7,4.1,23926,377618.9699,"665 Ellis Meadows
Oliviatown, ND 83301-0274"
56252,5,6,4.16,44306,945079.5323,"396 Blackwell Parks Suite 376
Ramosmouth, OR 84067"
65741,7,7,4.05,37648,1630952.884,"9477 David Courts
New Michaelstad, AS 51513-3648"
53066,7,8,3.23,19103,1009972.083,"72496 Davis Street
Port Daniel, NY 98546-2576"
71368,6,7,6.21,35377,1372806.616,"903 Owens Avenue Suite 924
Lake Lisaville, NH 80934-1465"
40753,6,7,4.12,41565,560598.5384,"44981 Rachel Ports
Port Robert, AR 93456-0617"
64297,7,8,5.4,37563,1484653.884,"46929 Butler Springs Suite 977
Bakerstad, OH 04777"
50173,6,7,4.38,32764,940138.9614,"59958 Austin Heights
Lake Julie, MS 90545-5499"
70565,7,7,2.42,37340,1354077.498,"4188 Shannon Divide Suite 008
Port Joseph, MT 37093"
67867,5,9,5.44,43123,1400961.279,"94209 Hamilton Crossroad
Newtonhaven, IA 49698"
77107,7,6,2.28,36215,1426832.049,"388 Diaz Tunnel
Coxberg, TN 50335"
74418,6,6,4.32,27089,1031737.385,"66754 Reed Village
Boyleshire, MT 92664"
58003,7,8,6.36,30249,1244248.525,"21205 Elliott Vista Apt. 083
Port Kathryn, MA 14562"
63217,7,5,2.07,31926,1070868.067,"21055 Carroll Ports Suite 218
South Joseph, IA 28239"
49740,5,7,4.42,25546,493350.0312,"64092 Mcdowell Squares Apt. 321
Colonchester, AL 06000"
75361,6,8,3.24,23531,1228323.225,"28154 Jessica Neck
New Steven, AR 34931-0581"
62595,5,8,3.35,46459,1427026.945,"033 Lisa Highway Apt. 341
Deckerbury, PA 37661"
62213,7,8,6.06,40621,1504664.281,"0010 Gregory Loaf
South Ericfort, VA 34651-0718"
60611,4,6,4.09,49513,689155.5684,"PSC 8596, Box 3570
APO AE 98699-4988"
82777,5,8,5.26,42583,1481171.234,"19322 Jason Stream
South Erikmouth, FL 73773-6900"
50716,6,8,5.36,35880,1092649.709,"57489 Jennifer Spring Suite 154
East Elizabeth, ID 65823-9817"
61906,6,7,6.15,36381,962581.6883,"780 Clements Corners Suite 052
North Sharon, TN 24966-9986"
68247,4,7,3.28,24553,688479.2926,"759 Alexander Cliffs
Port Bruce, VA 20003-6583"
85174,5,6,4.01,38773,1363106.125,"USCGC Paul
FPO AE 56892"
63343,5,6,2.36,25009,826328.1084,"26725 Rodriguez Locks Apt. 364
North John, MO 97315-7256"
74022,6,8,4.14,36534,1434575.11,"PSC 8414, Box 7571
APO AP 04809"
78867,6,7,3.44,39817,1509422.58,"56299 Angela Center Suite 035
Thompsonstad, OK 51190"
71721,3,8,6.26,10705,395440.2022,"92426 Bennett Islands
Clintonberg, PW 44484"
76076,6,8,6.49,46298,1765809.432,"148 Steven Port
Morganville, KY 04720-2788"
52569,7,7,2.33,38555,1135676.183,"4682 Brett Canyon Suite 969
Josephshire, WA 50894-5205"
69852,6,8,3.03,19560,1006227.535,"1233 Dave Burg
Simsfurt, MO 70012"
58069,5,6,3.15,29520,576387.1752,"93524 Barton Plains
Haroldtown, MN 92953"
60134,4,8,3.09,39201,1044615.522,"76054 Brooks Oval
Kennethshire, IA 79803"
72968,6,7,4.02,49141,1765352.366,"37874 Hernandez Point
Paulberg, NH 37527"
63820,7,6,3.31,28737,1049632.181,"948 Jordan Parks Suite 211
East Shannonbury, MP 57202"
78701,7,7,4.35,35194,1456969.577,"50073 Karen Radial
South Lorimouth, MI 99290-5854"
62806,6,8,4.45,33499,1331374.948,"935 Heather Shore
Gonzalezmouth, MT 66865-3409"
71595,7,8,5.26,37271,1779874.754,"006 Matthew Cliff
Carlosfort, VA 53572"
85441,5,7,6.13,46302,1601152.932,"8518 Duffy Lights
Garnershire, PR 85489-2577"
86562,7,7,5.19,32621,1702528.794,"04612 Howell Lodge
Mortonchester, MD 16392"
74647,5,6,4.36,36679,1123765.346,"0168 Allison Stream Apt. 386
Port Amandaville, VI 47676-7237"
63686,6,9,3.49,18164,1042144.231,"USCGC Mckenzie
FPO AE 67107-3112"
60531,4,8,4.3,34043,869026.582,"4599 Smith Estate
Richardfurt, MT 90720"
74826,6,7,6.08,32640,1352993.625,"59827 Joyce Path
West Thomas, NJ 39644-7157"
71639,7,6,3.44,28995,945931.1936,"81945 Adams Cliffs Suite 280
New Mason, DE 40217"
81439,6,7,5.26,37566,1653381.313,"66537 Bradley Road Suite 049
South Tanyaport, NJ 51929-5090"
85297,5,6,2.26,28320,1258957.62,"PSC 0855, Box 0799
APO AP 77305-9461"
64044,5,6,4.1,32941,724121.6734,"23881 Paula Point Apt. 188
Blairtown, AS 70161-8820"
67828,5,9,5.17,34981,1067871.687,"920 Hernandez Vista
Randallstad, NM 54144-7957"
60028,5,6,3.29,36652,842235.8034,"7891 Amber Springs Suite 295
East Jonathanstad, WV 87494-7507"
63700,5,8,6.2,38398,954154.2069,"6804 Alexis Terrace Suite 131
Robertside, GA 20350"
74010,6,6,2.04,46239,1356691.387,"9936 Robinson Avenue Apt. 959
Joannton, MI 18340-1649"
67094,5,7,4.18,30023,1202992.884,"0555 Erin Crescent Suite 520
West Joshua, CT 50309-9080"
66715,7,8,6,53185,1502447.917,"Unit 5035 Box 2191
DPO AE 45785-6213"
72745,8,7,4.14,53001,1947338.44,"691 Vanessa Prairie
Santanamouth, SD 08884-3154"
79924,5,7,5.48,33828,1153516.919,"411 Hobbs Bypass
North Susantown, SC 22009-2061"
48511,6,5,3.22,31451,414165.2204,"796 Newman Bypass
Walkerhaven, TN 71532"
50534,7,5,4.18,26627,723089.9525,"10327 Lisa Via Apt. 970
Burnettshire, IL 42501-3262"
55544,7,8,5.41,40063,1193482.503,"9361 Stephen Stream
Port Meganfurt, AR 82577"
85466,6,5,3.19,38191,1380602.556,"91961 Barker Plain
Richardsonstad, AL 90756"
48736,6,6,2.43,19682,151527.0826,"3426 Vicki Track
Lake Rebeccashire, TN 53858"
76389,6,7,2.2,36841,1114729.725,"PSC 1483, Box 6662
APO AP 78821-4369"
73279,6,8,3.01,13981,984421.2253,"3465 Latoya Well
Nelsonmouth, MI 55741-4287"
64662,5,6,2.44,49457,875904.5286,"3737 Hartman Rue
Reneestad, ID 69250-7718"
59390,6,7,4.31,28996,788427.8399,"8460 Kathleen Mission Apt. 482
Port Amytown, KY 72016"
66065,7,7,4.4,44561,1444701.328,"054 Carter Crescent Suite 674
Glennport, WA 11140"
72488,6,8,4.03,41199,1450393.53,"974 Austin Loop Suite 256
Thorntonberg, NH 82286"
70794,5,6,3.43,19908,921321.015,"USNS Miller
FPO AE 14408"
78241,6,9,6.28,20548,1160146.171,"4841 Gonzales Cliff
Jessicaton, ME 01252-0631"
72753,6,8,6.34,24944,1222689.523,"USNS Davis
FPO AE 01516-7753"
78964,7,6,3.2,59975,2004396.372,"9461 Matthew Summit
North Kathleen, NC 35103"
49775,5,6,2.24,23557,454055.6559,"7952 Hubbard Port Apt. 171
Scottstad, FL 50931-5306"
87768,5,7,2.31,45801,1698198.751,"USCGC Bowman
FPO AP 06884-6883"
65449,7,6,4.05,34828,1193106.94,"124 White Parks
Paulashire, NH 45632"
85194,6,4,4.42,38785,1275403.464,"3812 Jonathan Pine
Russoburgh, NY 32637"
67933,4,7,2.37,42772,810751.725,"7526 Kimberly Dam Apt. 283
Balltown, MT 35720"
50317,7,7,3.5,25202,642862.7138,"767 David Shores Suite 114
Penaport, MO 96682"
53975,6,7,4.13,41442,1086825.754,"2670 Mcdonald Ferry
Ashleytown, MO 71304"
63050,6,6,3.42,24986,773360.698,"PSC 8678, Box 2297
APO AP 71550-8900"
85907,7,7,5.36,21332,1500962.615,"Unit 4414 Box 5798
DPO AE 87388"
62355,5,5,4.35,23768,768301.802,"4270 Stanley Rest
West Alyssamouth, WA 88463-6602"
64750,7,8,4.39,49537,1781211.414,"4293 Abigail Tunnel
West Brandi, ND 75636"
75073,6,9,5.02,27494,1420469.727,"031 Smith Valley
Lyonsbury, ND 76645"
79345,5,7,3.25,37574,1380215.515,"53093 Robinson Turnpike Apt. 294
East Shelly, WI 61227-4427"
67683,6,6,4.05,37029,1090805.374,"PSC 1769, Box 1709
APO AE 77664"
57869,6,8,3.39,31819,886815.9436,"67127 Castillo Row
South Brittany, GU 31115-2304"
60028,5,6,3.34,54739,1007224.929,"3429 Morgan Mountains Apt. 501
Markchester, IL 44595-8192"
71146,7,6,3.44,22876,1077754.226,"7099 Henry Underpass Suite 488
Ambertown, MH 22779-8940"
52455,7,7,6.09,35143,1253648.324,"43213 Allen Lake
Morrismouth, SC 66122"
66967,4,6,3.46,51555,1102943.351,"77365 Brown Pass Apt. 691
West Erinhaven, ME 73313-1203"
59013,5,6,2.16,28264,744132.7042,"2842 Walton Harbor Apt. 624
Port Matthew, GA 15870-2401"
70371,7,8,6.18,53832,1845630.071,"287 Jonathan Forks Suite 171
Marcfort, MT 01752-8912"
66990,5,6,3.13,37017,873588.1297,"Unit 1169 Box 9437
DPO AE 46067-0818"
64050,5,7,3.15,29084,755678.3301,"0173 Mark Union Suite 970
West Jacobhaven, WV 11076-0353"
71195,6,5,2.38,29508,1101826.315,"2692 Kevin Highway
East Daniel, MN 81963"
82866,5,8,4.03,41167,1618994.276,"6490 Mary Mill
Murphyburgh, IN 82508"
60827,6,6,3.18,36893,1127873.577,"2012 Jamie Stream Suite 731
South Amandahaven, WI 85011-1378"
65543,4,7,6.38,28939,749847.1904,"15144 Ponce Track Suite 937
West Brian, PR 23989-3606"
62902,7,7,3.4,27321,984672.2998,"18878 Harrison Mission Suite 409
South Matthewton, FM 94469"
59030,6,5,2.26,22803,534077.4555,"PSC 8691, Box 0969
APO AE 04060-9945"
66320,5,8,5.06,36145,1242114.101,"77139 Adam Courts
Christopherville, AS 59841-0766"
68965,6,7,3.39,37588,1273631.267,"97930 Franklin Lights Suite 149
West Nicholasfort, OR 26956"
68994,6,7,6.45,30610,1095597.944,"91466 Rosales Mill Apt. 487
Leetown, CO 99154-8718"
58517,8,8,6.35,30889,1364738.296,"892 Meyer Square Suite 671
Jamiemouth, WY 88591"
65019,6,6,3.2,32581,1037147.467,"02637 Fernando Landing Suite 709
Kristastad, OK 10295-9448"
74657,6,8,4.17,22602,1228517.207,"4432 Andrew Ville
South Christopher, TX 56693-9237"
57697,6,7,2.15,18282,759360.6548,"54614 Guzman Wells Suite 563
Kevintown, NY 58622"
69235,6,6,3.24,38322,1140579.618,"39178 Montgomery Garden Apt. 084
Stephensonburgh, AZ 47755"
63016,6,6,3.39,26674,810741.5185,"75963 Harrison Overpass Apt. 325
Gonzalezton, ME 98635-8215"
52022,6,6,3.21,31321,642855.1696,"8593 Elizabeth Key
Robinbury, GU 72533"
80059,7,7,4.17,23361,1562950.322,"073 Christopher Rapid Apt. 413
New Nathan, VT 16689-2914"
87332,6,7,3.3,43754,1599851.895,"93504 Jensen Mews Apt. 315
Wilsonhaven, AK 27251-3724"
63658,7,7,2.05,39591,1332669.235,"3424 Melinda Ridges
Rhodesview, WI 12271"
46517,6,8,5.01,26452,665160.0759,"92380 John Branch Apt. 316
New Loriside, KS 11077-3819"
88306,7,7,3.38,32190,1591383.735,"Unit 3294 Box 9388
DPO AP 80733-4870"
49785,7,9,4.12,36565,1144507.423,"71963 Smith Port Suite 436
Chelseaside, SD 53803"
84054,6,8,5.38,23023,1619721.716,"78750 Jenkins Forges
Lake Dawnside, VI 90324"
66775,6,8,4.32,36789,1251688.616,"50319 Kathryn Mill Suite 946
West Calvin, HI 96409"
70981,7,8,6.24,53543,1882806.934,"26200 Anthony Mountain Apt. 669
Escobarborough, PA 80969"
70767,5,7,6.41,26926,1016163.177,"5480 Melanie Summit
New Margaret, SC 24919-4038"
77103,6,9,4.26,45747,1721005.42,"24415 Benjamin Circles Apt. 851
East Brianton, NV 23279-7101"
67743,5,8,5.08,30678,890138.2114,"95611 Petersen Extensions
New Larryview, MI 42870-4215"
76443,6,6,3.29,40129,1272719.632,"975 Zamora Mews Suite 866
Christopherfurt, SD 58513-7345"
78116,6,7,4.15,45024,1582605.535,"405 Veronica Ranch
Gomezfurt, VI 42186"
69501,5,6,3.2,48767,1170204.339,"388 Scott Path
Catherinestad, NV 87040-6522"
81535,3,6,3.21,51000,1166750.313,"60734 Trujillo Circles
Loriview, NC 26839"
41240,6,5,4.15,40888,319495.6676,"40561 Amanda Trafficway Suite 870
Timothystad, DE 65577-4746"
45074,8,5,3.3,38066,704698.3621,"649 Adams Viaduct
Dustinland, MD 91269-0163"
53173,6,7,2,43600,945614.5659,"24973 Smith Park
New Jamestown, AL 82152-5568"
80900,6,9,4.12,40269,2054897.009,"895 Michael Loop Suite 312
Mossberg, VT 04614"
69228,4,9,6.02,42583,1280230.625,"03563 Ryan Ford Suite 238
Millerland, AK 68004-1318"
54859,6,6,4.42,36229,850114.5963,"411 Janet Island
Samuelmouth, IL 41084-3705"
77099,8,6,3.5,46479,1637649.905,"586 Lori Rapids
South Melissa, SC 90542"
104703,6,7,3.22,22561,1742431.663,"14230 Douglas River Suite 570
Conniechester, MT 04172"
50473,6,7,3.02,50145,942093.9245,"Unit 1700 Box 9996
DPO AE 67217-1120"
75675,5,7,3.4,45104,1388782.887,"58890 Mack Hollow Suite 313
Alvarezside, WI 54048"
72727,6,6,3.02,27159,996506.0709,"4919 Torres Mission Suite 121
East Megan, NC 00957"
56429,4,7,4.27,44878,790802.801,"109 Campbell Mission
Cynthiatown, IN 03495"
43497,6,7,2.11,35727,718650.6438,"PSC 9565, Box 9639
APO AA 70543-2899"
77876,5,7,6.46,44453,1517141.623,"Unit 7924 Box 2038
DPO AE 52259"
58511,4,7,3.15,28270,496359.9708,"395 Cassandra Branch Apt. 558
Woodsfurt, AS 12901-9826"
69168,5,7,3.02,26517,820611.4709,"6788 Michael Forks
Jonesport, WI 40533-0181"
65687,7,7,4.41,17386,1122320.933,"608 Wright Oval Apt. 996
South James, AL 79256"
57815,5,7,2.02,32881,846939.4288,"8029 Emily Extension Apt. 827
West Dylantown, GU 96283"
66235,6,8,5.16,35130,1540762.269,"PSC 1615, Box 0080
APO AP 64313"
65432,4,7,4,38499,963531.9152,"58828 Williams Rue Suite 120
Lake Sarahmouth, NC 02335-9287"
76010,6,7,2.36,52832,1590804.044,"8109 Walter Turnpike
East Brenda, PW 06750-8134"
78997,7,6,2.28,30166,1283415.266,"35468 Grimes Wall
Port Melanieland, IN 98129"
64720,8,6,3.34,37204,1447920.68,"800 Melanie Walks
Lisafurt, CO 51209"
56652,7,8,5.35,11037,742858.6356,"34286 Monique Forks Suite 822
North Lisachester, WV 40065-7494"
68312,7,6,4.36,39724,1400609.034,"26695 Coleman Ways Apt. 973
New Michaelfurt, WI 63617"
73463,7,6,3.04,47638,1638577.417,"04062 Gibson Inlet Apt. 618
Christophermouth, SD 08482-3032"
60732,6,9,5.46,35341,1235475.55,"2700 Taylor Valleys
North Isaac, GA 68514"
74656,6,8,4.07,22170,1249417.897,"3863 Turner Wall
Amyview, IN 64669-3605"
75824,7,7,2.35,35784,1499356.12,"4256 Myers Loaf Suite 534
Jefferyview, LA 41444-7451"
78988,4,6,4.04,31677,1005843.917,"PSC 0138, Box 6392
APO AP 95791"
52868,6,4,4.38,41849,623721.613,"3669 Nichols Crossroad Apt. 092
Vegaburgh, VT 81695-9820"
64252,5,6,4.3,45173,922514.088,"PSC 1505, Box 9998
APO AA 09484"
74556,8,7,4.27,32938,1638606.834,"2640 Garcia Underpass Suite 068
Bennettberg, AZ 13005-5094"
70356,6,7,5.02,39883,1249223.831,"004 Hebert Wall Apt. 438
Port Todd, AS 29441-5110"
92053,6,8,5.35,47343,1928301.782,"312 Peters Views
Jeffreystad, MO 63030-8714"
82074,7,6,4.38,34318,1487729.592,"299 Jensen Isle
Allenfurt, NV 80137"
52700,6,9,3.17,30299,896303.7992,"19136 Sheri Place Suite 841
North Karenfurt, LA 49356-4270"
71792,8,8,3.39,48266,1903813.793,"062 Paige Extensions
North Linda, AK 44973"
58656,6,7,4.02,40741,1069851.162,"983 Schneider Camp Suite 563
North Michaelfurt, GU 92884-3694"
71089,5,6,3.01,28751,829868.2304,"58894 Chapman Skyway Suite 476
Port Kevin, ID 07728"
74985,4,8,4.47,29287,1181338.161,"Unit 1215 Box 1465
DPO AE 75206-0330"
59082,7,7,2.12,42578,1401767.904,"PSC 9942, Box 7298
APO AA 44420-7366"
71329,6,6,3.13,25974,1235501.486,"4972 Collins Glens Suite 751
Aliville, MT 39392-7727"
76699,6,6,4.13,52881,1522083.944,"01531 Carpenter Extension Suite 630
South Cheryl, MH 27754-1554"
61504,5,7,4.17,24805,656971.5307,"23089 Joseph Burg Suite 653
Morganstad, DE 48152-4576"
68387,8,8,4.4,39139,1660678.035,"5620 Edwards Mountains Suite 093
Cruzburgh, PR 50913"
64427,5,6,4.45,25654,606191.8669,"170 Denise Shores
West Kyleberg, IL 67228-2100"
63920,5,8,4.04,31035,1011331.164,"32935 Jones Key
Ashleyton, FM 70367-1730"
76836,7,8,6.29,27622,1529830.368,"6245 Simon Trail Apt. 717
Joneshaven, MA 01499"
65173,8,7,4.23,44126,1489520.019,"4287 Jeremy Island Suite 935
Geraldmouth, TN 04627-8015"
61025,9,8,6.3,34731,1468267.23,"04858 Toni Stream
Vargaston, AR 13958"
76783,6,6,3.15,26704,978312.7484,"438 Angela Ports
Natalieside, KS 61342"
69336,7,6,2.29,37593,1181637.949,"5310 Watkins Burg
West Kimberlyton, MO 92895"
57825,5,7,3.09,45555,1015233.032,"171 Krista Motorway
Gilbertchester, IN 45261-4696"
69586,4,7,3.24,36099,1139615.72,"25225 Rachel Springs
Port Chelsea, WY 06509-0487"
62340,7,7,6.11,24962,984349.6142,"PSC 2879, Box 5105
APO AP 94829-7837"
75041,6,8,5.11,34733,1765281.093,"67722 Taylor Route Apt. 253
Samanthatown, NV 06426-8497"
